Gene name	Pig gene name
	
	
AATK	AATK
FBXW7	FBXW7
HSPA8P3	
	
ABI1	ABI1
SPATA33	
RCN2	RCN2
KCNG4	KCNG4
	
SCARNA11	SCARNA11
USP31	USP31
YAF2	YAF2
NTM	NTM
	
RPS27P29	
RPL35AP8	
VN1R93P	
VIPR1	VIPR1
ZNF681	
MIR657	
MIR3065	
C16orf96	
MIR338	
MIR1250	
	
PVALEF	PVALEF
	
RN7SL278P	
KRT8P23	
TEPSIN	TEPSIN
PKD1L3	
TSPAN3	TSPAN3
BNIP3P39	
	
	
	
	
	
	
PPHLN1	PPHLN1
TYMSP2	
ZBTB32	ZBTB32
OR5AH1P	
FBXW7-AS1	
	
	
IL32	
MIR3140	
MIR4453HG	
MIR4453	
RPS3AP18	
	
PEG3	PEG3
	
TIGD4	TIGD4
SLC10A4	SLC10A4
ZAR1	ZAR1
GALK1	GALK1
FRYL	FRYL
	
	
	
	
TXLNA	TXLNA
PSTPIP1	PSTPIP1
NFRKB	NFRKB
	
TIMM22	TIMM22
MIR3183	
Metazoa_SRP	
	
ABR-AS1	
	
BHLHA9	BHLHA9
TRARG1	TRARG1
YWHAE	YWHAE
	
IQCC	IQCC
SPDYE6	
FAM167B	FAM167B
Metazoa_SRP	
Y_RNA	
HDAC1	HDAC1
LAMTOR4	
VIPR1-AS1	
	
	
ABR	ABR
MDFIC	MDFIC
SEC22C	SEC22C
	
PIGFP1	
ZNF454-DT	
ZNF454	ZNF454
CTAGE8	
KCP	KCP
MARCKSL1	MARCKSL1
	
	
TSSK3	TSSK3
GRM6	GRM6
SLC16A4	SLC16A4
	
ZNF879	ZNF879
ZNF354C	ZNF354C
	
CCPG1	CCPG1
ADAMTS2	ADAMTS2
SPDYE8	
STRA8	STRA8
GDPD4	
GDPD4	
GDPD4	
GRIFIN	GRIFIN
POLR2J	
PLXNA4	PLXNA4
SS18L2	SS18L2
	
RN7SL567P	
KLHL40	KLHL40
FAM238C	
AMBRA1	AMBRA1
ABLIM1	ABLIM1
	
	
HHATL	HHATL
	
	
RNU5E-3P	
MIMT1	
GALNT7-DT	
U4	
	
	
	
ZIM2	
	
FAM193B	FAM193B
RN7SL253P	Metazoa_SRP
GALNT7	GALNT7
SLC16A4-AS1	
Y_RNA	
CTAGE4	
	
LAMTOR5	LAMTOR5
	
	
	
ZCRB1	ZCRB1
	
RAB27A	RAB27A
LINC01446	
	
YTHDF2	YTHDF2
XPO1	XPO1
	
	
SAP30-DT	
	
	
	
	
MIR7851	
SNORA74	
	
	
	
RNU6-249P	
ERBIN	ERBIN
	
	
	
HAND2-AS1	
	
Y_RNA	
Y_RNA	
	
	
Y_RNA	
	
Metazoa_SRP	
	
IFFO1	IFFO1
TMEM200B	TMEM200B
	
	
MACC1-DT	
HHATL-AS1	
CCDC13	CCDC13
	
	
MECR	MECR
	
	
	
ZNF567	ZNF567
	
	
DLX6-AS1	
TBCEL	TBCEL
	
	
CCDC13-AS1	
HIGD1A	HIGD1A
DMTF1-AS1	
KMT2B	KMT2B
	
	
LNCPRESS1	
	
FEZF1-AS1	
GOLGA8Q	
	
	
	
	
	
	
C17orf67	C17orf67
GDI2P1	
	
CDC14C	
PPIAP19	
	
	
MAFK	MAFK
ACKR2	ACKR2
TAF9BP2	
FAM98B	FAM98B
FHIP2A	FHIP2A
	
DGKE	DGKE
TMEM184A	TMEM184A
	
	
CYP8B1	CYP8B1
RNU6ATAC35P	
	
	
LINC01352	
HNRNPA1P22	
ZBTB47	ZBTB47
HLX-AS1	
	
HLX	HLX
	
	
	
RASGRP1	RASGRP1
	
RPL7AP81	
DKK3	DKK3
IQCF1	IQCF1
	
PRELID3BP1	
LINC02779	
TRIM25	TRIM25
TMEM233	TMEM233
IQCF4P	
MARK1	MARK1
RPL15P13	
TRUB1	TRUB1
RN7SKP197	
PRKAB1	PRKAB1
IQCF2	IQCF2
RNU6-1121P	
LINC02626	
RN7SL504P	
IQCF5-AS1	
	
	
IQCF5	IQCF5
DUSP29	DUSP29
PSMG3	PSMG3
PARP3	PARP3
	
PPIAP13	
DUSP13	
ELFN1	ELFN1
RNU6-1136P	
RN7SKP198	
LRRC17	LRRC17
COX20P2	
	
	
MIR885	ssc-mir-885
LINC01988	
SNORA70F	
RNA5SP110	
GALNT3	GALNT3
ZNF852	ZNF852
	
FAM185A	FAM185A
	
EI24P3	
CIT	CIT
	
	
	
	
ZKSCAN7	ZKSCAN7
WDR45B	WDR45B
NYAP1	NYAP1
	
RN7SL416P	
AGFG2	AGFG2
	
	
	
SAMD8	SAMD8
TPH1	TPH1
TTC21B	TTC21B
	
ZNF136	
RPS26P42	
VDAC2	VDAC2
	
RAB40B	RAB40B
IRS3P	
SAP25	SAP25
ARHGAP33	ARHGAP33
RN7SL464P	
HDAC1P2	
ZNF660	ZNF660
C1orf115	C1orf115
	
DARS2	DARS2
ZNF197	ZNF197
GRM5	GRM5
FBXO24	FBXO24
RNU6-1054P	U6
CICP16	
SEPTIN14P4	
METTL14-DT	
MIR4525	
	
FN3KRP	FN3KRP
METTL14	METTL14
ZNF197-AS1	
ZNF35	ZNF35
MS4A6E	
	
FLRT1	FLRT1
SMARCA2	
SMARCA2	
FAM237B	FAM237B
Y_RNA	
TMEM218	TMEM218
GLRB	GLRB
	
	
SOCS5P3	
SCN10A	SCN10A
GAS5-AS1	
ARPC1A	ARPC1A
RC3H1	RC3H1
IRGQ	IRGQ
	
FN3K	FN3K
ZNF576	ZNF576
	
SRRM5	SRRM5
RNU6-582P	
	
	
POLD1	POLD1
TBCD	TBCD
RNU6-1217P	U6
	
ARPC1B	ARPC1B
PDE5A	PDE5A
RC3H1-IT1	
RPL30P1	
KRT18P57	
RNU6-151P	
INKA2	INKA2
CAPN7	CAPN7
INKA2-AS1	
	
KCND3-IT1	
KCND3-AS1	
LINC01750	
RAB7B	RAB7B
ITPKB-AS1	
RPS27P5	
	
	
	
COMTD1	COMTD1
	
F11R	F11R
SOX6	SOX6
PPP3CB-AS1	
FLACC1	FLACC1
	
GLUD1P3	
SH3BP5-AS1	
	
CAMK2G	CAMK2G
SH3BP5	SH3BP5
PDAP1	PDAP1
	
TRAK2	TRAK2
BUD31	BUD31
GLRX5P2	
TSTD1	TSTD1
	
	
	
HAUS3	
USF1	USF1
MEPCE	MEPCE
	
ZNF518B	ZNF518B
GOLGA8J	
	
	
	
STRADB	STRADB
SPDYE21	
CRACD	CRACD
TSC22D4	TSC22D4
RN7SL673P	
U8	U8
GOLGA8T	
RNU6-454P	U6
HMGN2P7	
METTL6	METTL6
RN7SL469P	
DNM1P30	
	
	
LINC02249	
ZBED10P	
RNU6-17P	U6
Y_RNA	
U8	U8
RN7SL196P	
RN7SL346P	
LINC00996	
TTLL13	TTLL13
OR52N2	
OR52N2	
OR52N2	
OR52N2	
	
TRIM73	
SLCO2B1	SLCO2B1
EAF1	EAF1
	
GRID2IP	GRID2IP
RN7SL736P	
	
RNU6-1024P	
	
EAF1-AS1	
SRP72	SRP72
SCYL2P1	
Y_RNA	
SPPL2A	SPPL2A
C2CD6	
ARHGAP30	ARHGAP30
COLQ	COLQ
	
MIR1178	
RPL35AP30	
Metazoa_SRP	
MLF2	MLF2
ZDHHC4	ZDHHC4
NECTIN4	NECTIN4
MTCO2P16	
MTATP6P16	
MTCO3P16	
MTND3P16	
MTND4LP16	
MTND4P29	
MTND5P31	
ENO1P4	
	
MPP4	MPP4
NECTIN4-AS1	
ATF5	ATF5
KLHDC9	KLHDC9
PFDN2	PFDN2
DHPS	DHPS
ST20	
	
	
	
	
	
	
	
NIT1	NIT1
	
	
RNA5SP396	
INTS15	INTS15
GCNT3	GCNT3
MIR4270	
	
RN7SL110P	
HACL1	HACL1
OR2AT1P	
TPBGL-AS1	
ZDHHC20P3	
TPBGL	
BIN2P1	
VAMP9P	
GTF2A2	
GTF2A2	
	
ARRB1	ARRB1
	
	
PHB2	PHB2
RPL6P20	
VN1R37P	
HNRNPD	HNRNPD
VN1R38P	
SAPCD2P1	
ZNF735	
IL6	IL6
DEDD	DEDD
	
PIGHP1	
	
RPS3AP6	
	
	
	
UFSP1	UFSP1
	
CCDC32	CCDC32
OR9A1P	OR9A1P
COA1	
NFYB	NFYB
DOT1L	DOT1L
CUL2	CUL2
	
	
RNA5SP370	
CTSE	
PLEKHJ1	PLEKHJ1
LINC02385	
	
	
RPL18AP3	
EID3	
RNFT2	RNFT2
	
RBM22P13	
	
UPP1	UPP1
ZNF267	
RNU6-516P	
RPUSD2	RPUSD2
Metazoa_SRP	
KNL1	
	
	
	
KLHL35	KLHL35
	
	
	
	
COQ8A	COQ8A
MIR1227	
MIR6789	
SF3A2	SF3A2
	
HMGA2	
	
IGHV1OR16-1	
	
IGHV1OR16-3	
IGHV3OR16-9	
	
	
CDON	CDON
	
	
	
ABHD17AP8	
	
	
	
PRSS33	PRSS33
AMH	AMH
CHD9	CHD9
RN7SL376P	
	
RNU6-651P	U6
RAD51-AS1	
MIR4321	
RPS2P16	
MIR6719	
LEUTX	
CDK15	CDK15
EIF1P2	
	
PKM	PKM
FBL	FBL
AKIRIN1	AKIRIN1
	
	
	
CNOT2	CNOT2
	
	
STRADBP1	
NDUFS5	NDUFS5
BMPER	BMPER
HNRNPD-DT	
IGBP1P4	
SNORD42	
RNU6-608P	U6
RNA5SP44	
HNRNPDL	HNRNPDL
	
	
HSPE1P8	
	
MIR3134	
	
RN7SL4P	
SEMA3B	SEMA3B
	
	
	
LRIF1	LRIF1
	
CCNT2P1	
RNA5SP54	
	
	
DENND2D	DENND2D
ZNF844	
ZNF844	
MAU2	MAU2
Y_RNA	
UBE2V1P11	
RNU6-440P	
	
ERBIN-DT	
	
	
	
RPL36AP37	
SREK1	SREK1
ALS2	ALS2
RPS13	RPS13
CHI3L2	CHI3L2
	
ZNF878	
ZNF878	
	
MBD3L5	
MBD3L5	
MBD3L5	
COL1A2	COL1A2
MBD3L4	
MBD3L4	
MBD3L4	
MBD3L2	
MBD3L2	
MBD3L2	
SNORD14A	SNORD14
SNORD14B	SNORD14
RNU6-593P	
	
ZNF557	
PIK3C2A	PIK3C2A
MIR6872	
LSMEM2	LSMEM2
	
HYAL3	HYAL3
GNG8	GNG8
ZNF429	
ZNF429	
ZNF429	
ZNF429	
ZNF429	
	
LINC02065	
RN7SKP157	
KIF2A	KIF2A
ZNF208	
KLKB1	KLKB1
USE1	USE1
NAA80	NAA80
	
	
DNAJC4	DNAJC4
	
RN7SKP222	
IGHV4OR15-8	
FGF12-AS1	
IGHV1OR15-4	
FGF12-AS2	
FGF12-AS3	
	
	
MIR1268A	
RNU1-20P	
CHST5	
	
DNAJB11	DNAJB11
	
	
	
SEZ6L2	SEZ6L2
SPATA31E3P	
RN7SL545P	
MPHOSPH10P9	
HERC2P7	
RN7SL495P	
GOLGA6L22	
ODF3L1	ODF3L1
	
SLC25A5P6	
SLC25A31	SLC25A31
DNM1P35	
SEPHS1	SEPHS1
CHIAP1	
PPIAP47	
	
TSEN2	TSEN2
MIR4313	
RN7SL319P	
STK11	STK11
DNM1P49	
DRAM2	DRAM2
UBE2Q2	UBE2Q2
HSPA4L	HSPA4L
MED19	MED19
TTC36-AS1	
RNU7-57P	
TTC36	
	
RPSAP17	
IL6R-AS1	
PSMD8P1	
SHE	SHE
	
BEND7	BEND7
TMEM25	TMEM25
RNU6-1328P	U6
CASD1	CASD1
	
	
PLA2G2C	
	
PLXNB1	PLXNB1
S1PR5	S1PR5
LINC01757	
KLK3	
	
SDHC	SDHC
RN7SL510P	
FBXO22	FBXO22
	
VAMP1	
	
KCNMA1	KCNMA1
	
	
PLK4	PLK4
TMEM248	TMEM248
	
ARNT	ARNT
RN7SL43P	
	
MIR4650-1	
JAZF1	JAZF1
NRG4	NRG4
HNRNPA1	HNRNPA1
SLC22A31	
SELENOW	SELENOW
	
NPIPB8	
RNU6-979P	
JAZF1-AS1	
HAVCR1	
PPIAP80	
SBDS	SBDS
MYL11	MYL11
ZNF793	ZNF793
RNU6-583P	U6
MFSD8	MFSD8
CMTR2	CMTR2
	
SPDYE2	
HNRNPUL1	HNRNPUL1
TTC23L	TTC23L
SPDYE12	
	
	
KIAA0087	
CALB2	CALB2
	
ETFA	ETFA
	
	
SNX10	SNX10
IFT46	IFT46
CCDC51	CCDC51
	
ZNF750	
SKIC3	
SKIC3	
	
	
METRNL	METRNL
TMA7	TMA7
	
LINC02136	
TREX1	TREX1
ZNF23	ZNF23
	
	
PTGES3L	PTGES3L
PFKFB4	PFKFB4
	
STARD3NL	STARD3NL
	
PDK2	PDK2
RN7SKP127	
C16orf54	
SMARCA2-AS1	
	
	
	
ZG16	
TRPM3	TRPM3
RNU6-1309P	
RPS27AP6	
CYCSP51	
PARP1	PARP1
	
	
MVP-DT	
	
PRRT2	PRRT2
TRGC2	
TRGC2	
TRGJ2	
TRGJP2	
TRGJ1	
TRGJP	
RPL5P30	
TRGJP1	
RNU6-1157P	
	
TRGV11	
TRGVB	
MIR6716	
	
SLC22A24	
TRGV10	
	
TRGV9	
TRGVA	
	
	
TRGV8	
TRGV7	
PAGR1	PAGR1
TRGV6	
TRGV5P	
CD3E	CD3E
TRGV5	
TRGV4	
ZNF701	
	
TRGV3	
MVP	MVP
TRGV2	
TRGV1	
TRGC1	
TRGC1	
TARP	
ITPRID1	ITPRID1
	
	
SAMD14	SAMD14
ZNF667	ZNF667
KMT2A	KMT2A
LGALS13	
KIF22	KIF22
5S_rRNA	
NDUFS2	NDUFS2
	
	
XRCC2	XRCC2
PPP1R9B	PPP1R9B
KICS2	KICS2
AURKC	
AURKC	
RNU6-1009P	
ATP5PBP3	
RNU5A-7P	U5
RN7SL845P	
C12orf56	C12orf56
	
	
	
	
RNU6-1091P	U6
	
FIGNL1	FIGNL1
	
	
COL1A1	COL1A1
MIR6823	
UCN2	UCN2
MIR711	
OOEPP2	
UQCRC1	UQCRC1
ATP6V1E1P3	
	
XPOT	XPOT
ELSPBP1	ELSPBP1
DDC	DDC
PRR12	
SMIM15-AS1	
LINC02199	
LINC02202	
OTULIN-DT	
	
MIR2277	
	
NPM1P27	
POU5F2	
ZNF772	ZNF772
	
NR2F1	NR2F1
ZNF57	
TMEM89	TMEM89
	
	
SLC26A6	SLC26A6
ZNF354A	ZNF354A
	
	
	
SNORD83	
RASSF3-DT	
MIR548Z	
MIR548C	
	
	
	
DCTN2	DCTN2
	
SIX5	SIX5
	
	
	
ZNF354B	ZNF354B
ZNF382	ZNF382
MAPK8IP3	MAPK8IP3
	
SUMO2P7	
TMEM92	TMEM92
RNU1-39P	
	
MSANTD5	MSANTD5
GOLGA8S	
AMACR	
ZNF100	
TMEM92-AS1	
XYLT2	XYLT2
MARK4	MARK4
GOLGA8A	
HNRNPK	HNRNPK
EZR	EZR
	
	
GCNT2	GCNT2
MRPL27	
ABHD18	ABHD18
	
	
ANXA6	ANXA6
EME1	EME1
	
FOSL1P1	
PGRMC2	PGRMC2
	
Y_RNA	
	
	
	
TNNT1	TNNT1
Metazoa_SRP	
	
LRRC59	LRRC59
NOP10	NOP10
ESR1	ESR1
LINC02615	
Y_RNA	
	
SGCA	SGCA
DAPK2	DAPK2
	
PHF21A	PHF21A
LARP1B	LARP1B
DDC-AS1	
IKZF1	IKZF1
	
MPTX1	
DIABLO	DIABLO
OR10J2P	
OR10J7P	
OR10J8P	
OR10J9P	
	
PRDX1	PRDX1
	
CRISPLD2	CRISPLD2
OR4N4	
SNURF	SNURF
HMGB1P48	
	
	
MIR6824	
CELSR3	CELSR3
OR4N4C	
OR4M2B	
NASP	NASP
PAK6	PAK6
	
	
USP32P4	
PLAGL1	PLAGL1
RPL36AP47	
EFCAB3	EFCAB3
	
	
LINC02176	
ZDHHC7	ZDHHC7
AGPS	AGPS
	
TERLR1	
RNU7-52P	
RPS23P7	
MIR4793	
METTL2A	
SLC6A19	SLC6A19
CIBAR2	CIBAR2
NCKIPSD	NCKIPSD
LINC02139	
	
	
	
COX6CP16	
LINC00311	
	
MIR5093	
	
KIAA0513	KIAA0513
	
TRBV14	
MRC2	MRC2
SLC6A18	SLC6A18
TRBV15	
TRBV16	
TRBV17	
TRBV18	
USP5	USP5
TRBV19	TRBV19
TRBV20-1	
TRBV21-1	
	
TRBV22-1	
TRBV23-1	
TRBV24-1	
TRBV25-1	TRBV25-1
MED20	MED20
TRBVA	
TRBV26	
TRBVB	
TRBV27	TRBV27
	
TRBV28	
TERT	TERT
PGBD4P1	
	
TRBV29-1	
PRSS1	PRSS2
SMTNL1	
ZSCAN23	ZSCAN23
	
OR52I1	
CDR2	CDR2
MMP26	
PACRG	PACRG
CARD11	CARD11
IRAIN	
	
CDR2-DT	
	
MFSD13B	
	
OR51S1	OR51S1
LINC02585	
VPS13C-DT	
TYW1B	
	
MEN1	MEN1
	
	
NHSL1	NHSL1
C2CD4A	
LINC02890	
IP6K2	IP6K2
ERI2	ERI2
RNU6-1336P	U6
RPL9P16	
	
	
NPM1P47	
CBR4	CBR4
C2CD4B	
	
	
	
Metazoa_SRP	
	
	
MIR8067	
MIR1272	
PIF1	PIF1
RNU6-853P	U6
RNY4P17	
CBR4-DT	
PALLD	PALLD
Y_RNA	
	
RNU6-446P	U6
	
C6orf141	
RNU6-936P	
WBP1LP2	
CENPO	CENPO
BANF1P5	
	
SLC26A4	SLC26A4
BICRAL	BICRAL
TLK2	TLK2
PTPRB	PTPRB
MIR4457	
CLPTM1L	CLPTM1L
H2AC13	
H2BC8	
H2BC13	
H2BC15	
H2BC7	
H2BC9	
DCUN1D3	DCUN1D3
H2BC4	
	
DNAJC27	DNAJC27
CBLL1	CBLL1
H3C8	
H4C2	
H4C5	
TAAR5	
H2BC5	HIST1H2BD
LYRM1	LYRM1
MYCT1	MYCT1
HUS1B	
TREML1	TREML1
KANK3	KANK3
PLEKHO2	PLEKHO2
COL7A1	
	
LMF1-AS1	
	
CEROX1	
RPS13P5	
SNORD14	SNORD14
	
Y_RNA	
RN7SL856P	
USP49	USP49
SUCLA2P3	
	
SLC26A3	SLC26A3
ADCY3	ADCY3
	
SOX8	SOX8
ANKDD1A	ANKDD1A
ZNF165	ZNF165
TMA16P1	
GLYATL2	GLYATL2
	
	
LY6G6D	LY6G6D
	
ZG16B	
ZG16B	
	
	
ZNF814	
CCDC17	
CUL7	CUL7
	
MIR612	
	
LINC02736	
	
	
	
SNRPGP19	
	
	
ZNRD2	ZNRD2
PDLIM3	PDLIM3
PRMT7	PRMT7
CLEC11A	CLEC11A
FAM89B	FAM89B
SPTBN4	SPTBN4
ADGRF4	ADGRF4
	
LINC01511	
GOLGA8K	
SH2B2	SH2B2
EHBP1L1	EHBP1L1
MTCO2P32	
	
SLC6A3	SLC6A3
GPBP1L1	GPBP1L1
POLD2	POLD2
ZSCAN16	ZSCAN16
WDR33	WDR33
ZKSCAN8P1	ZNF389
	
	
	
ZNF603P	
ASB9P1	
ZKSCAN8P2	
TOB2P1	
	
ZSCAN9	ZSCAN9
	
CHASERR	
KCNK7	KCNK7
	
	
LPCAT1	LPCAT1
MIR3175	
	
RGMA	RGMA
SLC4A4	SLC4A4
RPS15AP10	
RPL7AP16	
TMEM69	TMEM69
ZKSCAN4	ZKSCAN4
NKAPL	NKAPL
VN1R11P	
RNU2-62P	
	
	
H2BC11	H2BC11
	
H2AC11	
	
H4C9	
	
H2BC12	
H2AC12	H2AC12
ABCC11	ABCC11
MIR3143	
RPL10P2	
SLC39A1	SLC39A1
MAP3K11	MAP3K11
PRSS16	PRSS16
MIR6075	
SFT2D3	SFT2D3
	
CDH12P1	
RNY4P7	
Y_RNA	
ZFP91P1	
SERF1A	SERF1A
POLR2D	POLR2D
YBX2P2	
BNIP2	BNIP2
SERBP1	SERBP1
RNU6-395P	
RPS26P19	
Metazoa_SRP	
	
	
	
SAP130	SAP130
SMN1	
SMN1	
PCNX3	PCNX3
	
HDDC3	HDDC3
ZNF419	
MIR4690	
SHC1P2	
SIPA1	SIPA1
SLC4A1	SLC4A1
LRGUK	LRGUK
MKRN2	MKRN2
	
POM121L2	
VN1R10P	
ZNF391	ZNF391
UNC45A	UNC45A
	
MCFD2P1	
ZMAT3	ZMAT3
MIER1	MIER1
ZNF184	ZNF184
IRX5	IRX5
	
	
	
	
	
HNRNPA1P1	
CD83P1	
RNU6-471P	
TAF8	TAF8
MTSS2	MTSS2
	
SLC35B4	SLC35B4
KCNN4	KCNN4
Y_RNA	
PIK3CA-DT	
PIK3CA	PIK3CA
	
	
ZSCAN32	
	
MIR148A	MIR148A
PSD4	
	
HNRNPA2B1	HNRNPA2B1
NAIP	
MIR4489	
RN7SL309P	Metazoa_SRP
MS4A4E	
ZNF726	
LTBP3	LTBP3
APOBR	
ZNF626	
	
PAX8-AS1	
NPIPB4	
IQCN	
	
RN7SL507P	
RUNDC3A-AS1	
U3	
RNU6-453P	
RUNDC3A	RUNDC3A
RNY3P15	
TAF11	TAF11
ZNF99	
ZNF461	ZNF461
RCCD1-AS1	
RCCD1	RCCD1
SMIM8	SMIM8
ARPC4	
TBX6	TBX6
STXBP1	STXBP1
GTF2H2	
NDUFS7	
C6orf163	C6orf163
SNX20	SNX20
	
CFAP206	CFAP206
RAPGEF2	RAPGEF2
SLC25A39	SLC25A39
IGKV1OR2-108	
	
RPS27A	RPS27A
PRC1	PRC1
C1QTNF8	C1QTNF8
PIGX	PIGX
CMIP	CMIP
	
	
	
ST13P16	
SLC35A1	SLC35A1
TXNRD3	TXNRD3
LINC01594	
SLC45A1	SLC45A1
SETD6P1	
WASF1P1	
SULT1C2	SULT1C2
ATP6V0D1	ATP6V0D1
RNU6-444P	
KIF17	KIF17
RARS2	RARS2
HTR1F	HTR1F
ABHD14B	ABHD14B
	
TMEM154	TMEM154
CD27	CD27
PRC1-AS1	
Y_RNA	
PIANP	PIANP
VPS33B	VPS33B
NSA2P6	
BAX	BAX
	
FAM86EP	
	
FAM86EP	
TLR9	TLR9
GRN	GRN
RFC4	RFC4
ZNF669	
HPR	
OR5P2	
OR5P2	
OR5P2	
OR5P2	
OR5P2	
OR5P2	
OR5P2	
OR5P2	
OR5P2	
OR5P2	
OR5P2	
OR5P2	
OR5P2	
OR5P2	
	
	
LINC02753	
LINC02584	
SULT1C2P2	
ZNF876P	
RNU6-1175P	
	
GMCL1P2	
FRS2	FRS2
ANO1-AS1	
SULT1C4	SULT1C4
FADD	FADD
ZNF876P	
	
	
OR7E94P	
CCDC113	CCDC113
	
SHPRH	SHPRH
JAKMIP1-DT	
	
UCHL5	UCHL5
	
H2AZP4	
	
MIR548K	
	
	
	
	
PPBPP2	
	
IGFL4	
PPBPP2	
	
	
VSIG10L2	VSIG10L2
	
SMIM12P1	
	
	
ANO1	ANO1
REV1	REV1
GTF2IP12	
IGFL2-AS1	
	
C3orf80	C3orf80
IGFL1P1	
OR5K1	
OR5K1	
OR5K1	
SMG1	SMG1
	
STAC	STAC
OCLNP1	
SEPTIN7P14	
NAIPP4	
RPL12P41	
	
CDH12P4	
	
IGFL1	
	
RETREG1-AS1	
	
	
	
	
	
MBD3L3	
MBD3L3	
MBD3L3	
SCAMP1-AS1	
	
	
RYR1	RYR1
	
FAM174A-DT	
LINC01843	
CPLANE1-AS1	
LINC01485	
LINC02236	
GOLPH3-DT	
	
	
	
FAM171A2	FAM171A2
MGC32805	
	
	
VPS33B-DT	
	
SAP30L-AS1	
	
	
	
RPL7L1P5	
TMEM207	TMEM207
	
	
ITGA2B	ITGA2B
	
SV2B	SV2B
	
	
	
PLSCR5	PLSCR5
LINC02997	
	
TARS1-DT	
	
LINC01338	
RAET1E	
RAET1E	
RAET1E	
RAET1E	
ANK2	
	
	
NR1I2	NR1I2
CARMN	
FOLR3	
RERGL	RERGL
	
	
UBE2Q2P12	
	
	
	
	
CAP2	CAP2
	
ZSCAN2	
RN7SL258P	
OR4C3	
PCSK7	PCSK7
SYNRG	SYNRG
	
	
SLC2A14	
LINC01104	
	
KLF2P1	
CYP4F27P	
POTEF	
	
	
	
	
POTEF-AS1	
RNU6-1049P	
	
RBM44	RBM44
KNG1	KNG1
BTF3-DT	
ANXA2R-AS1	
	
	
EGLN1P1	
WDR73	WDR73
	
	
MRPS10P2	
LINC01018	
EGOT	
NABP1	NABP1
	
SEMA3G	SEMA3G
TNNC1	TNNC1
SMIM1	SMIM1
NISCH	NISCH
RNF19B	RNF19B
DDX6	DDX6
	
	
	
	
SH3TC2-DT	
	
	
RPL7P26	
SUMO2P13	
ANKRD11	ANKRD11
FAM8A1	FAM8A1
IL6ST-DT	
GMEB1	GMEB1
LINC00461	
RNU6-190P	U6
RNU6-190P	U6
PHACTR1	PHACTR1
Metazoa_SRP	
NMB	NMB
	
	
	
	
CAVIN2	CAVIN2
CC2D1B	CC2D1B
	
AGBL2	AGBL2
DNAH1	DNAH1
	
DNAJB1P1	
	
LINC00923	
	
	
ACTG2	ACTG2
MDFI	MDFI
ZNF786	ZNF786
	
FAM78A	FAM78A
LINC00924	
ZNF425	
ABL1	ABL1
	
	
TMC3-AS1	
COL11A2	COL11A2
RN7SL521P	
PDIA4	PDIA4
C5orf64	
ADM5	
ARCN1	ARCN1
	
FCGBP	
	
MIR9-3HG	
	
	
BAZ2A	BAZ2A
UBE2R2-AS1	
	
	
RN7SL328P	
EIF4A1P3	
	
DAB1	DAB1
	
	
TNFSF8	TNFSF8
	
DGUOK	DGUOK
SHANK1	SHANK1
PTN	PTN
	
SNHG18	
	
	
	
	
SPRY4-AS1	
TNC	TNC
PIK3CG	PIK3CG
MEF2C-AS1	
PTPN23	PTPN23
HIKESHI	HIKESHI
LRRC8B	LRRC8B
BTBD8	BTBD8
RNA5SP97	
	
TET3	TET3
	
DDX52	DDX52
Y_RNA	
OR2Z1	OR2Z1
AIMP2	AIMP2
OR7G2	
OR7G2	
OR7G2	
OR4F17	
OR4F17	
OR4F17	
OR4F17	
VWCE	VWCE
IGFL2	
	
GFPT1	GFPT1
ZC3H11A	
	
	
ELP6	ELP6
NR2F1-AS1	
VSTM2B	VSTM2B
SNORA80D	
ANKRD61	ANKRD61
MISP3	
CFTR	CFTR
AMIGO2	AMIGO2
MBD3L1	
CLEC4C	
GRIK5	GRIK5
MIR378J	
	
	
HNF1B	HNF1B
HP	
NUMA1	NUMA1
BOLA2P2	
RN7SL870P	
CSPG5	CSPG5
ADGRF2	
RN7SKP116	
RNU1-105P	
BTNL2	BTNL2
LETR1	
RIPPLY2	RIPPLY2
PPFIA2	PPFIA2
THEMIS	THEMIS
	
RNU6-489P	
5S_rRNA	
Y_RNA	
	
ERAL1	ERAL1
EPC2	EPC2
	
MCUR1	MCUR1
HIGD2AP2	
	
ADGRL1	ADGRL1
	
	
	
MLF1-DT	
MTAPP1	
	
RSRC1	RSRC1
TMEM202-AS1	
PHACTR2	PHACTR2
DPH6-DT	
	
LINC01580	
	
RNU2-9P	
KIF5C	KIF5C
GJD2-DT	
MIR451A	ssc-mir-451
MIR451B	
MIR144	ssc-mir-144
MIR4732	
	
	
	
DHRS13	DHRS13
ANKRD34C-AS1	
RN7SL7P	
SAMD9	SAMD9
USP29	
HEPACAM2	HEPACAM2
DCAF15	DCAF15
	
	
	
NR2F2-AS1	
BMS1P10	
	
CAP1	CAP1
	
	
ERVV-1	
NMRK2	NMRK2
PHF12	PHF12
HEIH	
ANXA2R-OT1	
	
	
DRAIC	
	
	
LINC02217	
ATP8B5P	
NLRP13	NLRP13
SAMD9L	
NPHP3	NPHP3
CCHCR1	CCHCR1
PELO-AS1	
ATP8B5P	
	
JAKMIP2-AS1	
CLEC4G	CLEC4G
MIR4458HG	
	
	
H4P1	
	
SSTR5	SSTR5
	
PDCD6-DT	
	
	
SOD1P2	
	
	
	
	
	
LINC01554	
SALL1	SALL1
LINC00513	
MIR29A	ssc-mir-29a
MIR29B1	ssc-mir-29b-1
