"human.gene.name","gene.name","human.homology.type","human.gene.order.conservation.score","human.whole.genome.alignment.coverage","human.orthology.confidence..0.low..1.high."
"ZNF593","Zfp593","ortholog_one2one",100,100,1
"APEX2","Apex2","ortholog_one2one",75,100,1
"LYPLA2","Lypla2","ortholog_one2one",100,100,1
"DVL2","Dvl2","ortholog_one2one",100,100,1
"ZSCAN2","Zscan2","ortholog_one2one",50,100,1
"NMU","Nmu","ortholog_one2one",100,100,1
"ACAT1","Acat1","ortholog_one2one",100,95.51,1
"DVL1","Dvl1","ortholog_one2one",100,100,1
"IMPG1","Impg1","ortholog_one2one",100,100,1
"PFKFB1","Pfkfb1","ortholog_one2one",75,100,1
"PLEKHG4","Plekhg4","ortholog_one2one",100,100,1
"PDHA2","Pdha2","ortholog_one2one",100,100,1
"PSMD5","Psmd5","ortholog_one2one",100,100,1
"CYLD","Cyld","ortholog_one2one",100,100,1
"KCTD19","Kctd19","ortholog_one2one",100,100,1
"ACADVL","Acadvl","ortholog_one2one",100,98.29,1
"MTG1","Mtg1","ortholog_one2one",100,100,1
"TAS1R3","Tas1r3","ortholog_one2one",100,100,1
"GPRIN2","Gprin2","ortholog_one2one",75,100,1
"UNC5C","Unc5c","ortholog_one2one",100,100,1
"ALAS2","Alas2","ortholog_one2one",75,100,1
"BORCS6","Borcs6","ortholog_one2one",100,100,1
"SPRN","Sprn","ortholog_one2one",100,100,1
"OSBPL5","Osbpl5","ortholog_one2one",100,100,1
"GRAMD1C","Gramd1c","ortholog_one2one",100,100,1
"ALKAL1","Alkal1","ortholog_one2one",100,100,1
"SLAMF1","Slamf1","ortholog_one2one",100,100,0
"NPY2R","Npy2r","ortholog_one2one",100,100,1
"ANAPC5","Anapc5","ortholog_one2one",100,100,1
"KIRREL2","Kirrel2","ortholog_one2one",100,100,1
"PDK1","Pdk1","ortholog_one2one",100,100,1
"TCP11","Tcp11","ortholog_one2one",100,93.65,1
"HTR1B","Htr1b","ortholog_one2one",100,100,1
"GJB1","Gjb1","ortholog_one2one",100,100,1
"A4GALT","A4galt","ortholog_one2one",100,100,1
"LAMA1","Lama1","ortholog_one2one",100,100,1
"MGAT3","Mgat3","ortholog_one2one",100,100,1
"MEI4","Mei4","ortholog_one2one",100,100,1
"STAT6","Stat6","ortholog_one2one",100,99.25,1
"CRIPT","Cript","ortholog_one2one",100,100,1
"IL27RA","Il27ra","ortholog_one2one",100,95.61,1
"CCND3","Ccnd3","ortholog_one2one",100,100,1
"IGDCC3","Igdcc3","ortholog_one2one",100,99.47,1
"NEMP1","Nemp1","ortholog_one2one",100,100,1
"SOCS5","Socs5","ortholog_one2one",100,100,1
"PALM3","Palm3","ortholog_one2one",100,100,1
"IRAK1BP1","Irak1bp1","ortholog_one2one",100,100,1
"PRKD3","Prkd3","ortholog_one2one",100,100,1
"SGMS1","Sgms1","ortholog_one2one",0,100,1
"CAPRIN2","Caprin2","ortholog_one2one",50,100,1
"POLE","Pole","ortholog_one2one",100,100,1
"NEUROG2","Neurog2","ortholog_one2one",100,100,1
"HMG20A","Hmg20a","ortholog_one2one",75,100,1
"RAB17","Rab17","ortholog_one2one",100,100,1
"NAB2","Nab2","ortholog_one2one",100,100,1
"STIL","Stil","ortholog_one2one",100,100,1
"PHIP","Phip","ortholog_one2one",100,100,1
"PARP16","Parp16","ortholog_one2one",100,100,1
"PKLR","Pklr","ortholog_one2one",100,100,1
"TCF7L2","Tcf7l2","ortholog_one2one",100,100,1
"ACSBG2","Acsbg2","ortholog_one2one",0,99.3,1
"BYSL","Bysl","ortholog_one2one",100,100,1
"LEPROTL1","Leprotl1","ortholog_one2one",100,78.92,1
"PGD","Pgd","ortholog_one2one",100,100,1
"SCCPDH","Sccpdh","ortholog_one2one",75,100,1
"CD84","Cd84","ortholog_one2one",100,98.88,1
"CILP","Cilp","ortholog_one2one",100,100,1
"ZBTB49","Zbtb49","ortholog_one2one",100,100,1
"UHRF1BP1L","Uhrf1bp1l","ortholog_one2one",100,100,1
"ARFGAP3","Arfgap3","ortholog_one2one",100,100,1
"CECR2","Cecr2","ortholog_one2one",100,99.48,1
"HCN3","Hcn3","ortholog_one2one",100,100,1
"STAC2","Stac2","ortholog_one2one",100,100,1
"CCNG2","Ccng2","ortholog_one2one",100,100,1
"CDK5RAP1","Cdk5rap1","ortholog_one2one",100,99.05,1
"APP","App","ortholog_one2one",100,100,1
"XPO4","Xpo4","ortholog_one2one",100,100,1
"LRRC6","Lrrc6","ortholog_one2one",100,100,1
"SNAI1","Snai1","ortholog_one2one",100,100,1
"CLPX","Clpx","ortholog_one2one",100,100,1
"KIF21B","Kif21b","ortholog_one2one",100,100,1
"NEXMIF","Nexmif","ortholog_one2one",50,100,1
"CELSR2","Celsr2","ortholog_one2one",100,100,1
"HMGN3","Hmgn3","ortholog_one2one",100,100,1
"OR4D1","Olfr464","ortholog_one2one",100,100,1
"TVP23A","Tvp23a","ortholog_one2one",100,100,1
"MLLT1","Mllt1","ortholog_one2one",75,100,1
"WDR73","Wdr73","ortholog_one2one",50,100,1
"DYNLL2","Dynll2","ortholog_one2one",100,100,1
"NUBP1","Nubp1","ortholog_one2one",100,100,1
"SARAF","Saraf","ortholog_one2one",75,100,1
"FBXO3","Fbxo3","ortholog_one2one",100,100,1
"CEBPB","Cebpb","ortholog_one2one",100,100,1
"PDCD7","Pdcd7","ortholog_one2one",100,100,1
"CCDC32","Ccdc32","ortholog_one2one",100,85.38,1
"RPL10L","Rpl10l","ortholog_one2one",100,100,1
"MRGPRG","Mrgprg","ortholog_one2one",75,100,1
"SLX4","Slx4","ortholog_one2one",100,100,1
"KNTC1","Kntc1","ortholog_one2one",100,100,1
"SEC13","Sec13","ortholog_one2one",100,100,1
"ATRIP","Atrip","ortholog_one2one",100,100,1
"MRGPRE","Mrgpre","ortholog_one2one",50,100,1
"UBAP1L","Ubap1l","ortholog_one2one",100,98.4,1
"KLF17","Klf17","ortholog_one2one",100,94.31,0
"RPUSD2","Rpusd2","ortholog_one2one",100,100,1
"SLAMF6","Slamf6","ortholog_one2one",100,97.66,0
"TMEM177","Tmem177","ortholog_one2one",100,100,1
"KBTBD13","Kbtbd13","ortholog_one2one",100,100,1
"MCFD2","Mcfd2","ortholog_one2one",100,100,1
"AKAP8L","Akap8l","ortholog_one2one",100,100,1
"ZNF334","Zfp334","ortholog_one2one",100,99.53,1
"MCU","Mcu","ortholog_one2one",100,100,1
"TREX1","Trex1","ortholog_one2one",100,100,1
"LCA5","Lca5","ortholog_one2one",100,100,1
"ACVR1","Acvr1","ortholog_one2one",100,100,1
"CFAP221","Cfap221","ortholog_one2one",100,100,1
"RASL12","Rasl12","ortholog_one2one",100,100,1
"TMA7","Tma7","ortholog_one2one",100,100,1
"RLN3","Rln3","ortholog_one2one",100,100,1
"PLCG1","Plcg1","ortholog_one2one",100,99.76,1
"SLC51B","Slc51b","ortholog_one2one",100,100,1
"CCDC51","Ccdc51","ortholog_one2one",100,100,1
"SUN2","Sun2","ortholog_one2one",100,100,1
"MTFMT","Mtfmt","ortholog_one2one",100,100,1
"NMB","Nmb","ortholog_one2one",100,100,1
"HINFP","Hinfp","ortholog_one2one",100,100,1
"SEC11A","Sec11a","ortholog_one2one",100,100,1
"SRSF1","Srsf1","ortholog_one2one",100,100,1
"PLXNB1","Plxnb1","ortholog_one2one",100,100,1
"CYTH2","Cyth2","ortholog_one2one",100,100,1
"SH3BGRL2","Sh3bgrl2","ortholog_one2one",100,100,1
"GNG12","Gng12","ortholog_one2one",50,100,1
"TRO","Tro","ortholog_one2one",100,91.7,0
"PPP1R16A","Ppp1r16a","ortholog_one2one",100,100,1
"ELOVL4","Elovl4","ortholog_one2one",100,100,1
"CTBS","Ctbs","ortholog_one2one",100,100,1
"AHCTF1","Ahctf1","ortholog_one2one",50,100,1
"ENPP2","Enpp2","ortholog_one2one",100,100,1
"SPATA1","Spata1","ortholog_one2one",100,100,1
"TTK","Ttk","ortholog_one2one",100,100,1
"LMO2","Lmo2","ortholog_one2one",100,100,1
"EIF4G3","Eif4g3","ortholog_one2one",100,100,1
"LPIN3","Lpin3","ortholog_one2one",100,100,1
"ACER1","Acer1","ortholog_one2one",50,100,1
"KIAA0319L","AU040320","ortholog_one2one",100,99.85,1
"ABCB7","Abcb7","ortholog_one2one",100,100,1
"CD99L2","Cd99l2","ortholog_one2one",100,95.44,1
"SHLD2","Shld2","ortholog_one2one",50,100,1
"SBK1","Sbk1","ortholog_one2one",50,100,1
"WNK2","Wnk2","ortholog_one2one",100,99.28,1
"RFX1","Rfx1","ortholog_one2one",100,100,1
"CHAF1B","Chaf1b","ortholog_one2one",100,100,1
"UPRT","Uprt","ortholog_one2one",100,100,1
"GCLM","Gclm","ortholog_one2one",100,100,1
"ZDHHC15","Zdhhc15","ortholog_one2one",100,100,1
"HIP1","Hip1","ortholog_one2one",75,100,1
"ZHX3","Zhx3","ortholog_one2one",100,100,1
"MAGEE2","Magee2","ortholog_one2one",100,100,1
"TMEM71","Tmem71","ortholog_one2one",100,100,1
"LINGO1","Lingo1","ortholog_one2one",50,100,1
"BCAR3","Bcar3","ortholog_one2one",75,100,1
"ALPK1","Alpk1","ortholog_one2one",100,100,1
"ARMCX6","Armcx6","ortholog_one2one",100,100,1
"TRAP1","Trap1","ortholog_one2one",100,100,1
"CEP112","Cep112","ortholog_one2one",100,100,1
"PACSIN2","Pacsin2","ortholog_one2one",100,100,1
"ARMCX3","Armcx3","ortholog_one2one",100,100,1
"BCKDHB","Bckdhb","ortholog_one2one",100,100,1
"DNTTIP2","Dnttip2","ortholog_one2one",100,100,1
"TTC7A","Ttc7","ortholog_one2one",100,100,1
"DNASE1","Dnase1","ortholog_one2one",100,100,1
"TIFA","Tifa","ortholog_one2one",100,100,1
"AAR2","Aar2","ortholog_one2one",100,100,1
"AP1AR","Ap1ar","ortholog_one2one",100,100,1
"SNTA1","Snta1","ortholog_one2one",100,100,1
"ENOX1","Enox1","ortholog_one2one",100,100,1
"SMIM39","Arhgef4","ortholog_one2one",100,100,1
"CUL5","Cul5","ortholog_one2one",100,100,1
"TENT5A","Tent5a","ortholog_one2one",100,100,1
"FAM168B","Fam168b","ortholog_one2one",75,98.17,1
"MECP2","Mecp2","ortholog_one2one",100,100,1
"SRP9","Srp9","ortholog_one2one",50,100,1
"LAT","Lat","ortholog_one2one",50,100,1
"MFSD14B","Mfsd14b","ortholog_one2one",0,100,1
"ANKDD1A","Ankdd1a","ortholog_one2one",100,97.81,1
"SPG21","Spg21","ortholog_one2one",100,100,1
"ZMYM4","Zmym4","ortholog_one2one",100,100,1
"MIEF1","Mief1","ortholog_one2one",100,100,1
"IBTK","Ibtk","ortholog_one2one",100,100,1
"MINPP1","Minpp1","ortholog_one2one",50,100,1
"OCSTAMP","Ocstamp","ortholog_one2one",100,100,1
"KNL1","Knl1","ortholog_one2one",100,97.2,1
"QPCT","Qpct","ortholog_one2one",100,100,1
"PLEKHO2","Plekho2","ortholog_one2one",100,100,1
"FRS3","Frs3","ortholog_one2one",100,100,1
"ARHGAP28","Arhgap28","ortholog_one2one",100,100,1
"ATP6V1A","Atp6v1a","ortholog_one2one",100,100,1
"SALL1","Sall1","ortholog_one2one",100,100,1
"SLC25A18","Slc25a18","ortholog_one2one",100,100,1
"AL022312.1","AC140267.1","ortholog_one2one",100,100,1
"TOMM6","Tomm6","ortholog_one2one",100,100,1
"TOX3","Tox3","ortholog_one2one",100,100,1
"GID8","Gid8","ortholog_one2one",100,100,1
"CLPP","Clpp","ortholog_one2one",100,100,1
"MAGED2","Maged2","ortholog_one2one",100,100,1
"R3HCC1","R3hcc1","ortholog_one2one",100,100,1
"SPINK8","Spink8","ortholog_one2one",100,100,0
"CDC42EP3","Cdc42ep3","ortholog_one2one",100,100,1
"VDR","Vdr","ortholog_one2one",100,100,1
"ARMCX2","Armcx2","ortholog_one2one",100,95.19,1
"TSSK4","Tssk4","ortholog_one2one",100,100,1
"RAB39A","Rab39","ortholog_one2one",100,100,1
"BRAT1","Brat1","ortholog_one2one",25,100,1
"USP49","Usp49","ortholog_one2one",100,100,1
"LRRC36","Lrrc36","ortholog_one2one",100,100,1
"NME6","Nme6","ortholog_one2one",100,100,1
"SLC13A3","Slc13a3","ortholog_one2one",100,100,1
"SARS1","Sars","ortholog_one2one",100,100,1
"CHMP7","Chmp7","ortholog_one2one",100,100,1
"TPBG","Tpbg","ortholog_one2one",100,100,1
"RPF1","Rpf1","ortholog_one2one",100,100,1
"SLC17A9","Slc17a9","ortholog_one2one",100,100,1
"FOXN3","Foxn3","ortholog_one2one",100,100,1
"UBE3D","Ube2cbp","ortholog_one2one",100,100,1
"PIF1","Pif1","ortholog_one2one",100,99.97,1
"ODF3L1","Odf3l1","ortholog_one2one",50,100,1
"CAMP","Camp","ortholog_one2one",100,100,1
"TMEM106C","Tmem106c","ortholog_one2one",100,99.12,1
"LRRC7","Lrrc7","ortholog_one2one",100,100,1
"CDC25A","Cdc25a","ortholog_one2one",100,100,1
"CTXN2","Ctxn2","ortholog_one2one",100,100,1
"VANGL2","Vangl2","ortholog_one2one",100,100,1
"C4BPA","C4bp","ortholog_one2one",50,91.06,0
"INCA1","Inca1","ortholog_one2one",100,100,1
"NADSYN1","Nadsyn1","ortholog_one2one",50,99.96,1
"SLC35F2","Slc35f2","ortholog_one2one",75,100,1
"TTLL1","Ttll1","ortholog_one2one",100,100,1
"SPRY1","Spry1","ortholog_one2one",100,100,1
"TEX33","Tex33","ortholog_one2one",75,100,1
"NXN","Nxn","ortholog_one2one",100,100,1
"CYP1B1","Cyp1b1","ortholog_one2one",100,100,1
"AGXT2","Agxt2","ortholog_one2one",100,100,1
"FBXL20","Fbxl20","ortholog_one2one",100,100,1
"ZNF592","Zfp592","ortholog_one2one",100,100,1
"BHLHE23","Bhlhe23","ortholog_one2one",100,98.9,1
"BMPR1B","Bmpr1b","ortholog_one2one",75,100,1
"HCAR1","Hcar1","ortholog_one2one",100,100,1
"ALKBH7","Alkbh7","ortholog_one2one",100,100,1
"RBM46","Rbm46","ortholog_one2one",100,100,1
"HMGB3","Hmgb3","ortholog_one2one",100,100,1
"DNASE2B","Dnase2b","ortholog_one2one",100,100,1
"DNAJC15","Dnajc15","ortholog_one2one",100,100,1
"PGM3","Pgm3","ortholog_one2one",100,100,1
"P2RX2","P2rx2","ortholog_one2one",100,100,1
"NTHL1","Nthl1","ortholog_one2one",100,100,1
"TEX28","Tex28","ortholog_one2one",100,99.13,1
"FAM241A","Fam241a","ortholog_one2one",100,100,1
"FBXO28","Fbxo28","ortholog_one2one",75,100,1
"EPSTI1","Epsti1","ortholog_one2one",100,100,1
"VPS39","Vps39","ortholog_one2one",100,100,1
"STPG4","Stpg4","ortholog_one2one",100,100,1
"KHSRP","Khsrp","ortholog_one2one",100,99.97,1
"DNHD1","Dnhd1","ortholog_one2one",100,100,1
"C1orf194","1700013F07Rik","ortholog_one2one",100,100,1
"CSPG4","Cspg4","ortholog_one2one",75,100,1
"LRRFIP1","Lrrfip1","ortholog_one2one",100,97.03,1
"ELAPOR1","5330417C22Rik","ortholog_one2one",100,100,1
"ATF4","Atf4","ortholog_one2one",100,100,1
"DOCK9","Dock9","ortholog_one2one",100,100,1
"TST","Tst","ortholog_one2one",50,100,1
"DOP1A","Dop1a","ortholog_one2one",100,100,1
"PRRG1","Prrg1","ortholog_one2one",50,100,1
"ARFIP2","Arfip2","ortholog_one2one",100,100,1
"CALM2","Calm2","ortholog_one2one",100,100,1
"IL12A","Il12a","ortholog_one2one",100,100,1
"UBE4A","Ube4a","ortholog_one2one",100,100,1
"FAM216B","Fam216b","ortholog_one2one",100,100,1
"CBFA2T2","Cbfa2t2","ortholog_one2one",100,97.94,1
"YTHDF1","Ythdf1","ortholog_one2one",100,100,1
"PTPN1","Ptpn1","ortholog_one2one",100,100,1
"COL18A1","Col18a1","ortholog_one2one",100,100,1
"ETV4","Etv4","ortholog_one2one",100,100,1
"BIRC7","Birc7","ortholog_one2one",100,100,1
"SINHCAF","Sinhcaf","ortholog_one2one",50,100,1
"TRIOBP","Triobp","ortholog_one2one",100,99.82,1
"RWDD2A","Rwdd2a","ortholog_one2one",100,100,1
"TNFSF11","Tnfsf11","ortholog_one2one",100,100,1
"RHOBTB2","Rhobtb2","ortholog_one2one",100,99.31,1
"DEPDC1","Depdc1a","ortholog_one2one",100,100,1
"ME1","Me1","ortholog_one2one",100,100,1
"SAMD13","Samd13","ortholog_one2one",100,100,1
"CCDC62","Ccdc62","ortholog_one2one",100,100,1
"DENR","Denr","ortholog_one2one",100,100,1
"SNX33","Snx33","ortholog_one2one",100,100,1
"PRSS35","Prss35","ortholog_one2one",100,100,1
"VEZF1","Vezf1","ortholog_one2one",100,100,1
"EPCAM","Epcam","ortholog_one2one",100,93.39,1
"PEBP4","Pebp4","ortholog_one2one",100,100,0
"IMP3","Imp3","ortholog_one2one",100,100,1
"PBDC1","Pbdc1","ortholog_one2one",100,100,1
"SLC2A10","Slc2a10","ortholog_one2one",100,99.8,1
"SLC19A1","Slc19a1","ortholog_one2one",100,98.72,1
"COL2A1","Col2a1","ortholog_one2one",100,100,1
"ELMOD1","Elmod1","ortholog_one2one",50,100,1
"TKTL1","Tktl1","ortholog_one2one",100,100,1
"IGF1","Igf1","ortholog_one2one",100,100,1
"RPS19BP1","Rps19bp1","ortholog_one2one",100,100,1
"ALPK3","Alpk3","ortholog_one2one",100,100,1
"EGR3","Egr3","ortholog_one2one",100,100,1
"UPP2","Upp2","ortholog_one2one",100,96.34,1
"TIMM22","Timm22","ortholog_one2one",100,100,1
"EYA2","Eya2","ortholog_one2one",100,100,1
"SNUPN","Snupn","ortholog_one2one",100,100,1
"DLGAP4","Dlgap4","ortholog_one2one",100,100,1
"MAGEE1","Magee1","ortholog_one2one",100,100,1
"SLC28A1","Slc28a1","ortholog_one2one",75,100,1
"PTPN9","Ptpn9","ortholog_one2one",100,100,1
"TPPP3","Tppp3","ortholog_one2one",100,100,1
"TP53BP2","Trp53bp2","ortholog_one2one",100,100,1
"RIPOR3","Ripor3","ortholog_one2one",100,99.96,1
"LRCOL1","Lrcol1","ortholog_one2one",100,100,0
"SBNO2","Sbno2","ortholog_one2one",100,100,1
"AKAP11","Akap11","ortholog_one2one",100,100,1
"SKA3","Ska3","ortholog_one2one",100,100,1
"CCAR2","Ccar2","ortholog_one2one",100,100,1
"NHLH1","Nhlh1","ortholog_one2one",100,100,1
"GPR50","Gpr50","ortholog_one2one",100,100,1
"OR51F2","Olfr568","ortholog_one2one",100,100,1
"NKAIN4","Nkain4","ortholog_one2one",100,100,1
"SLC12A7","Slc12a7","ortholog_one2one",100,100,1
"GPT","Gpt","ortholog_one2one",100,100,1
"ZMYM3","Zmym3","ortholog_one2one",100,100,1
"BIN3","Bin3","ortholog_one2one",100,100,1
"OR51S1","Olfr571","ortholog_one2one",75,100,1
"L3MBTL4","L3mbtl4","ortholog_one2one",100,99.4,1
"FGF10","Fgf10","ortholog_one2one",100,100,1
"MSH2","Msh2","ortholog_one2one",100,99.83,1
"PKM","Pkm","ortholog_one2one",100,100,1
"VMA21","Vma21","ortholog_one2one",100,100,1
"BID","Bid","ortholog_one2one",100,95.11,1
"OR51T1","Olfr574","ortholog_one2one",100,100,1
"BCL2L13","Bcl2l13","ortholog_one2one",100,98.45,1
"OR51A7","Olfr576","ortholog_one2one",100,100,1
"ZDHHC1","Zdhhc1","ortholog_one2one",100,100,1
"SLC22A17","Slc22a17","ortholog_one2one",100,100,1
"OR51G2","Olfr577","ortholog_one2one",75,100,1
"PARD6B","Pard6b","ortholog_one2one",100,100,1
"OR51G1","Olfr578","ortholog_one2one",50,100,1
"PDE8A","Pde8a","ortholog_one2one",50,100,1
"PITHD1","Pithd1","ortholog_one2one",100,100,1
"CCDC148","Ccdc148","ortholog_one2one",100,100,1
"TMEM167B","Tmem167b","ortholog_one2one",100,100,0
"SNAP91","Snap91","ortholog_one2one",100,100,1
"HOMER1","Homer1","ortholog_one2one",100,100,1
"ADNP","Adnp","ortholog_one2one",100,100,1
"PLEKHB2","Plekhb2","ortholog_one2one",50,73.37,0
"SMARCC1","Smarcc1","ortholog_one2one",100,100,1
"KCNK12","Kcnk12","ortholog_one2one",100,100,1
"SIK3","Sik3","ortholog_one2one",100,100,1
"FGF16","Fgf16","ortholog_one2one",100,100,1
"NCSTN","Ncstn","ortholog_one2one",100,100,1
"CACNA1I","Cacna1i","ortholog_one2one",100,99.81,1
"GMPPA","Gmppa","ortholog_one2one",100,100,1
"SLC9A3R2","Slc9a3r2","ortholog_one2one",100,100,1
"COPA","Copa","ortholog_one2one",100,100,1
"FGG","Fgg","ortholog_one2one",100,100,1
"LRAT","Lrat","ortholog_one2one",100,100,1
"HERC2","Herc2","ortholog_one2one",50,99.97,1
"YOD1","Yod1","ortholog_one2one",100,100,1
"TAF13","Taf13","ortholog_one2one",100,100,1
"DHX30","Dhx30","ortholog_one2one",100,100,1
"FBXO11","Fbxo11","ortholog_one2one",100,100,1
"MAGEB16","Mageb16","ortholog_one2one",75,96.3,0
"RECQL4","Recql4","ortholog_one2one",100,100,1
"CAPN2","Capn2","ortholog_one2one",100,100,1
"DENND5B","Dennd5b","ortholog_one2one",50,98.24,1
"MFSD3","Mfsd3","ortholog_one2one",100,100,1
"NNT","Nnt","ortholog_one2many",100,92.95,1
"NECAB3","Necab3","ortholog_one2one",100,100,1
"MSH6","Msh6","ortholog_one2one",100,100,1
"MPST","Mpst","ortholog_one2one",100,100,1
"TMEM200C","Tmem200c","ortholog_one2one",100,100,1
"LRRCC1","Lrrcc1","ortholog_one2one",100,100,1
"SPNS1","Spns1","ortholog_one2one",75,100,1
"TNFAIP8L3","Tnfaip8l3","ortholog_one2one",50,93.61,1
"ZMAT1","Zmat1","ortholog_one2one",75,100,1
"TINF2","Tinf2","ortholog_one2one",100,100,1
"ATL2","Atl2","ortholog_one2one",100,100,1
"RPE65","Rpe65","ortholog_one2one",75,100,1
"C20orf144","1700003F12Rik","ortholog_one2one",100,100,0
"PGC","Pgc","ortholog_one2one",100,100,1
"GMPR2","Gmpr2","ortholog_one2one",100,100,1
"RUNDC3A","Rundc3a","ortholog_one2one",100,100,1
"NAA50","Naa50","ortholog_one2one",100,100,1
"C2orf74","1700093K21Rik","ortholog_one2one",100,100,1
"NEDD8","Nedd8","ortholog_one2one",100,100,1
"C2CD2L","C2cd2l","ortholog_one2one",100,100,1
"ELOA","Eloa","ortholog_one2one",100,100,1
"MAN2C1","Man2c1","ortholog_one2one",100,100,1
"CSPG5","Cspg5","ortholog_one2one",100,100,1
"SPINDOC","Spindoc","ortholog_one2one",100,100,1
"PTK2B","Ptk2b","ortholog_one2one",100,100,1
"BCAT1","Bcat1","ortholog_one2one",100,100,1
"FNBP1L","Fnbp1l","ortholog_one2one",50,100,1
"TEF","Tef","ortholog_one2one",100,100,1
"CLPTM1","Clptm1","ortholog_one2one",100,100,1
"ELP6","Elp6","ortholog_one2one",100,100,1
"WLS","Wls","ortholog_one2one",50,98.01,1
"RIPPLY2","Ripply2","ortholog_one2one",100,100,1
"PRRG3","Prrg3","ortholog_one2one",100,100,1
"C11orf95","2700081O15Rik","ortholog_one2one",100,100,1
"CYB5R4","Cyb5r4","ortholog_one2one",100,100,1
"WDR47","Wdr47","ortholog_one2one",100,100,1
"CNOT2","Cnot2","ortholog_one2one",100,100,1
"SCAP","Scap","ortholog_one2one",100,100,1
"RTN3","Rtn3","ortholog_one2one",100,100,1
"FATE1","Fate1","ortholog_one2one",100,100,0
"FAM83A","Fam83a","ortholog_one2one",100,100,1
"EFS","Efs","ortholog_one2one",100,100,1
"SIN3A","Sin3a","ortholog_one2one",100,100,1
"FGA","Fga","ortholog_one2one",100,98.86,1
"MRAP2","Mrap2","ortholog_one2one",100,100,1
"CNGA2","Cnga2","ortholog_one2one",100,100,1
"MYL9","Myl9","ortholog_one2one",100,100,1
"PTPN23","Ptpn23","ortholog_one2one",100,98.96,1
"IL25","Il25","ortholog_one2one",100,100,1
"CD3G","Cd3g","ortholog_one2one",100,100,1
"E2F1","E2f1","ortholog_one2one",100,100,1
"FGB","Fgb","ortholog_one2one",100,100,1
"SCART1","5830411N06Rik","ortholog_one2one",100,0,0
"KLHL18","Klhl18","ortholog_one2one",100,100,1
"ATP2B2","Atp2b2","ortholog_one2one",100,100,1
"SENP1","Senp1","ortholog_one2one",100,100,1
"SLC25A41","Slc25a41","ortholog_one2one",100,96.98,1
"GABRE","Gabre","ortholog_one2one",100,95.95,0
"CMTM5","Cmtm5","ortholog_one2one",100,100,1
"CPLANE1","Cplane1","ortholog_one2one",100,99.27,1
"KIF9","Kif9","ortholog_one2one",100,98.46,1
"PFKM","Pfkm","ortholog_one2one",100,100,1
"MYH6","Myh6","ortholog_one2one",100,100,1
"LMTK2","Lmtk2","ortholog_one2one",50,100,1
"DENND1C","Dennd1c","ortholog_one2one",100,99.53,1
"FBRSL1","Fbrsl1","ortholog_one2one",100,100,1
"ENTHD1","Enthd1","ortholog_one2one",100,100,1
"CEP162","Cep162","ortholog_one2one",100,100,1
"TMEM214","Tmem214","ortholog_one2one",100,100,1
"SLC25A23","Slc25a23","ortholog_one2one",100,100,1
"PRKACB","Prkacb","ortholog_one2one",100,100,1
"TBX18","Tbx18","ortholog_one2one",100,100,1
"ZHX1","Zhx1","ortholog_one2one",100,100,1
"CRB3","Crb3","ortholog_one2one",100,100,1
"NPW","Npw","ortholog_one2one",100,100,1
"GLS","Gls","ortholog_one2one",100,100,1
"BHLHA15","Bhlha15","ortholog_one2one",100,100,1
"CCL24","Ccl24","ortholog_one2one",100,100,1
"CLCC1","Clcc1","ortholog_one2one",100,98.77,1
"NT5E","Nt5e","ortholog_one2one",100,100,1
"CELSR1","Celsr1","ortholog_one2one",100,100,1
"CIITA","Ciita","ortholog_one2one",100,100,1
"TGIF2","Tgif2","ortholog_one2one",100,100,1
"RBPMS2","Rbpms2","ortholog_one2one",100,100,1
"ASB8","Asb8","ortholog_one2one",75,100,1
"ZNF598","Zfp598","ortholog_one2one",100,100,1
"CYYR1","Cyyr1","ortholog_one2one",100,100,1
"CD3D","Cd3d","ortholog_one2one",100,100,1
"PLRG1","Plrg1","ortholog_one2one",100,100,1
"GPSM2","Gpsm2","ortholog_one2one",100,98.46,1
"CCDC184","Ccdc184","ortholog_one2one",75,100,1
"SLA2","Sla2","ortholog_one2one",100,100,1
"ANKRD50","Ankrd50","ortholog_one2one",100,100,0
"SH3KBP1","Sh3kbp1","ortholog_one2one",100,100,1
"MAGEA10","Magea10","ortholog_one2one",100,100,0
"APOC4","Apoc4","ortholog_one2one",100,100,1
"GNL3L","Gnl3l","ortholog_one2one",100,100,1
"USF3","Usf3","ortholog_one2one",100,100,1
"TFEB","Tfeb","ortholog_one2one",100,99.75,1
"SETD2","Setd2","ortholog_one2one",100,100,1
"CD3E","Cd3e","ortholog_one2one",100,100,1
"RHBDD2","Rhbdd2","ortholog_one2one",100,100,1
"AGBL3","Agbl3","ortholog_one2one",75,100,1
"DEXI","Dexi","ortholog_one2one",100,100,1
"TGM1","Tgm1","ortholog_one2one",100,100,1
"PNPLA1","Pnpla1","ortholog_one2one",100,98.15,1
"NFATC2IP","Nfatc2ip","ortholog_one2one",100,100,1
"MED1","Med1","ortholog_one2one",100,100,1
"OAZ2","Oaz2","ortholog_one2one",100,100,1
"DCHS2","Dchs2","ortholog_one2one",100,99.99,1
"CYP19A1","Cyp19a1","ortholog_one2one",50,100,1
"CAMK1G","Camk1g","ortholog_one2one",100,100,1
"SYNCRIP","Syncrip","ortholog_one2one",50,100,1
"BNIP5","Bnip5","ortholog_one2one",100,100,0
"B4GALT2","B4galt2","ortholog_one2one",100,100,1
"BIK","Bik","ortholog_one2one",100,100,0
