"gene.name","human.gene.name","human.homology.type","human.gene.order.conservation.score","human.whole.genome.alignment.coverage","human.orthology.confidence..0.low..1.high."
"Nr3c2","NR3C2","ortholog_one2one",75,100,1
"Emc3","EMC3","ortholog_one2one",100,100,1
"Fam214a","FAM214A","ortholog_one2one",100,100,1
"Rasgrf2","RASGRF2","ortholog_one2one",100,96.47,1
"Cytl1","CYTL1","ortholog_one2one",100,100,1
"1700021F07Rik","C20orf85","ortholog_one2one",100,100,1
"Ldlrad4","LDLRAD4","ortholog_one2one",100,100,1
"Spag7","SPAG7","ortholog_one2one",100,100,1
"Tmem253","TMEM253","ortholog_one2one",100,100,1
"Hdx","HDX","ortholog_one2one",100,100,1
"Usp43","USP43","ortholog_one2one",100,100,1
"Fam210a","FAM210A","ortholog_one2one",100,100,1
"Gask1b","GASK1B","ortholog_one2one",100,100,1
"Scara5","SCARA5","ortholog_one2one",100,100,1
"Fancm","FANCM","ortholog_one2one",100,99.25,1
"Col8a2","COL8A2","ortholog_one2one",100,100,1
"Gnrh1","GNRH1","ortholog_one2one",100,100,1
"Tceal8","TCEAL8","ortholog_one2one",100,100,1
"Bloc1s6","BLOC1S6","ortholog_one2one",100,100,1
"Spata3","SPATA3","ortholog_one2one",100,100,0
"Lrrc74b","LRRC74B","ortholog_one2one",0,100,1
"Napb","NAPB","ortholog_one2one",100,100,1
"Haao","HAAO","ortholog_one2one",100,100,1
"Mbtps2","MBTPS2","ortholog_one2one",100,100,1
"Znrf4","ZNRF4","ortholog_one2one",0,96.28,0
"Lgr5","LGR5","ortholog_one2one",100,100,1
"Pdlim3","PDLIM3","ortholog_one2one",100,100,1
"Arhgap25","ARHGAP25","ortholog_one2one",75,100,1
"Ankrd60","ANKRD60","ortholog_one2one",100,100,1
"Sugt1","SUGT1","ortholog_one2one",50,97.11,1
"Adam8","ADAM8","ortholog_one2one",100,100,1
"Mapk8","MAPK8","ortholog_one2one",75,100,1
"Camkv","CAMKV","ortholog_one2one",100,100,1
"Adcy7","ADCY7","ortholog_one2one",100,100,1
"Tmem164","TMEM164","ortholog_one2one",100,100,1
"Rin3","RIN3","ortholog_one2one",100,100,1
"Cse1l","CSE1L","ortholog_one2one",100,100,1
"Hlx","HLX","ortholog_one2one",100,100,1
"Arpp19","ARPP19","ortholog_one2one",100,97.16,1
"Atp1b2","ATP1B2","ortholog_one2one",75,100,1
"Nexn","NEXN","ortholog_one2one",100,100,1
"Fmnl2","FMNL2","ortholog_one2one",100,100,1
"Neurog3","NEUROG3","ortholog_one2one",100,100,1
"Fam241b","FAM241B","ortholog_one2one",100,100,1
"Dmc1","DMC1","ortholog_one2one",100,100,1
"Atxn10","ATXN10","ortholog_one2one",100,100,1
"Tceal7","TCEAL7","ortholog_one2one",100,100,1
"Cstl1","CSTL1","ortholog_one2one",100,100,1
"Msx1","MSX1","ortholog_one2one",100,100,1
"Uba7","UBA7","ortholog_one2one",100,100,1
"Tceal9","TCEAL9","ortholog_one2one",100,100,1
"Abcd2","ABCD2","ortholog_one2one",100,100,1
"Phf2","PHF2","ortholog_one2one",100,100,1
"Cnmd","CNMD","ortholog_one2one",50,100,1
"Smpx","SMPX","ortholog_one2one",100,100,1
"Ift46","IFT46","ortholog_one2one",100,100,1
"CN725425","C12orf40","ortholog_one2one",100,100,1
"Bex3","BEX3","ortholog_one2one",100,100,1
"Slc2a13","SLC2A13","ortholog_one2one",100,100,1
"Cwc25","CWC25","ortholog_one2one",100,100,1
"Hat1","HAT1","ortholog_one2one",100,99.74,1
"Tcea1","TCEA1","ortholog_one2one",100,97.52,1
"Septin10","SEPTIN10","ortholog_one2one",75,100,1
"Slc25a14","SLC25A14","ortholog_one2one",100,98.33,1
"Fbxl7","FBXL7","ortholog_one2one",100,100,1
"Naa10","NAA10","ortholog_one2one",75,100,1
"Capg","CAPG","ortholog_one2one",100,100,1
"Gdpd2","GDPD2","ortholog_one2one",100,98.42,1
"Gusb","GUSB","ortholog_one2one",25,100,1
"Mybl2","MYBL2","ortholog_one2one",100,100,1
"Marchf8","MARCHF8","ortholog_one2one",75,100,0
"Lrrk2","LRRK2","ortholog_one2one",100,100,1
"Pcdh8","PCDH8","ortholog_one2one",100,100,1
"Pop1","POP1","ortholog_one2one",100,100,1
"Hsf5","HSF5","ortholog_one2one",100,100,1
"Lama2","LAMA2","ortholog_one2one",100,100,1
"Etv5","ETV5","ortholog_one2one",100,100,1
"Tnip3","TNIP3","ortholog_one2one",75,100,0
"Adprhl2","ADPRS","ortholog_one2one",100,100,1
"Wnt7b","WNT7B","ortholog_one2one",100,100,1
"Slain1","SLAIN1","ortholog_one2one",100,100,1
"Lypla1","LYPLA1","ortholog_one2one",100,100,1
"Mrps35","MRPS35","ortholog_one2one",100,100,1
"Ube2q2","UBE2Q2","ortholog_one2one",50,100,1
"Adh6b","ADH6","ortholog_one2one",100,0,0
"Tradd","TRADD","ortholog_one2one",100,100,1
"Olfm4","OLFM4","ortholog_one2one",100,100,1
"Mansc4","MANSC4","ortholog_one2one",100,100,1
"Rasgrp3","RASGRP3","ortholog_one2one",100,100,1
"Fam169a","FAM169A","ortholog_one2one",100,100,1
"Zbtb10","ZBTB10","ortholog_one2one",100,100,1
"Lkaaear1","LKAAEAR1","ortholog_one2one",100,100,0
"Klhl34","KLHL34","ortholog_one2one",100,100,1
"Csdc2","CSDC2","ortholog_one2one",75,100,1
"Sowahc","SOWAHC","ortholog_one2one",50,100,1
"Plcxd1","PLCXD1","ortholog_one2one",25,88.74,1
"Cnksr2","CNKSR2","ortholog_one2one",100,100,1
"Klhl42","KLHL42","ortholog_one2one",100,100,1
"Ndnf","NDNF","ortholog_one2one",100,100,1
"Pvalb","PVALB","ortholog_one2one",75,100,1
"Ammecr1","AMMECR1","ortholog_one2one",100,100,1
"Bcat2","BCAT2","ortholog_one2one",100,96.22,1
"Tsacc","TSACC","ortholog_one2one",100,100,1
"Sh3bp4","SH3BP4","ortholog_one2one",100,100,1
"Zfp704","ZNF704","ortholog_one2one",100,100,1
"Sec24b","SEC24B","ortholog_one2one",100,99.07,1
"Syne4","SYNE4","ortholog_one2one",100,100,1
"Rtl9","RTL9","ortholog_one2one",100,100,1
"Gpr34","GPR34","ortholog_one2one",100,100,1
"Thsd4","THSD4","ortholog_one2one",100,100,1
"Ednrb","EDNRB","ortholog_one2one",100,100,1
"Ren1","REN","ortholog_one2one",100,100,1
"1700001P01Rik","C17orf98","ortholog_one2one",100,100,1
"Hexb","HEXB","ortholog_one2one",100,100,1
"Gtpbp6","GTPBP6","ortholog_one2one",25,96.38,1
"Slc44a3","SLC44A3","ortholog_one2one",100,100,1
"Vps37d","VPS37D","ortholog_one2one",100,100,1
"Irx2","IRX2","ortholog_one2one",100,100,1
"Wbp2","WBP2","ortholog_one2one",100,100,1
"Hipk1","HIPK1","ortholog_one2one",100,100,1
"Myo5a","MYO5A","ortholog_one2one",100,100,1
"Aqp8","AQP8","ortholog_one2one",100,100,1
"Hephl1","HEPHL1","ortholog_one2one",100,100,1
"Bcas3","BCAS3","ortholog_one2one",100,100,1
"Dock5","DOCK5","ortholog_one2one",100,100,1
"Tecrl","TECRL","ortholog_one2one",100,100,1
"Clstn3","CLSTN3","ortholog_one2one",100,100,1
"Tnnt2","TNNT2","ortholog_one2one",100,100,1
"Etnk2","ETNK2","ortholog_one2one",100,100,1
"Actrt3","ACTRT3","ortholog_one2one",50,100,1
"Rpl23","RPL23","ortholog_one2one",100,100,1
"Fhit","FHIT","ortholog_one2one",100,99.76,1
"Kcnh1","KCNH1","ortholog_one2one",100,100,1
"1110004F10Rik","C11orf58","ortholog_one2one",100,100,1
"Unc50","UNC50","ortholog_one2one",100,100,1
"Wars","WARS1","ortholog_one2one",100,99.97,1
"Olfr15","OR2C1","ortholog_one2one",100,100,1
"Slc30a8","SLC30A8","ortholog_one2one",100,100,1
"Prdm5","PRDM5","ortholog_one2one",75,100,1
"Tspan8","TSPAN8","ortholog_one2one",100,100,1
"Ppara","PPARA","ortholog_one2one",100,100,1
"Vstm5","VSTM5","ortholog_one2one",100,100,1
"Gtsf1l","GTSF1L","ortholog_one2one",100,100,1
"5430427O19Rik","CXorf21","ortholog_one2one",100,100,1
"4930402H24Rik","C20orf194","ortholog_one2one",100,100,1
"Chrdl1","CHRDL1","ortholog_one2one",100,100,1
"Avpr2","AVPR2","ortholog_one2one",100,100,1
"C1rl","C1RL","ortholog_one2one",100,100,1
"Rpn1","RPN1","ortholog_one2one",75,100,1
"Ubl3","UBL3","ortholog_one2one",100,100,1
"Gfra2","GFRA2","ortholog_one2one",50,100,1
"Tomm20l","TOMM20L","ortholog_one2one",100,100,1
"Ccnl1","CCNL1","ortholog_one2one",100,100,1
"Arhgap4","ARHGAP4","ortholog_one2one",100,99.72,1
"2810459M11Rik","C2orf72","ortholog_one2one",100,100,1
"Zfp597","ZNF597","ortholog_one2one",100,100,1
"Timm9","TIMM9","ortholog_one2one",100,100,1
"Nr0b1","NR0B1","ortholog_one2one",100,100,1
"R3hdm1","R3HDM1","ortholog_one2one",100,100,1
"Zfp174","ZNF174","ortholog_one2one",100,100,1
"Spats2l","SPATS2L","ortholog_one2one",100,100,1
"Tox2","TOX2","ortholog_one2one",100,100,1
"Pdk2","PDK2","ortholog_one2one",100,100,1
"Inka1","INKA1","ortholog_one2one",100,100,1
"1700037C18Rik","C16orf90","ortholog_one2one",100,99.67,1
"1700123O20Rik","C14orf119","ortholog_one2one",100,100,1
"Gpam","GPAM","ortholog_one2one",100,100,1
"Amigo3","AMIGO3","ortholog_one2one",100,100,1
"Ap2a2","AP2A2","ortholog_one2one",100,100,1
"Irf9","IRF9","ortholog_one2one",100,100,1
"Mcf2l","MCF2L","ortholog_one2one",100,100,1
"Fam120a","FAM120A","ortholog_one2one",100,100,1
"Mageb4","MAGEB2","ortholog_one2one",100,3.8,0
"Traip","TRAIP","ortholog_one2one",100,100,1
"Cdh24","CDH24","ortholog_one2one",100,100,1
"Lrrk1","LRRK1","ortholog_one2one",100,100,1
"Rps6ka3","RPS6KA3","ortholog_one2one",100,100,1
"Hhat","HHAT","ortholog_one2one",100,97.83,1
"Mtarc2","MTARC2","ortholog_one2one",100,100,1
"Phka1","PHKA1","ortholog_one2one",100,99.63,1
"Pdlim1","PDLIM1","ortholog_one2one",100,100,1
"Naa60","NAA60","ortholog_one2one",100,96.72,1
"Pthlh","PTHLH","ortholog_one2one",100,100,1
"Agap1","AGAP1","ortholog_one2one",100,100,1
"Cul9","CUL9","ortholog_one2one",100,100,1
"1700029J07Rik","C4orf47","ortholog_one2one",100,100,1
"Sdhaf1","SDHAF1","ortholog_one2one",100,100,1
"Gmppb","GMPPB","ortholog_one2one",75,100,1
"Mynn","MYNN","ortholog_one2one",100,100,1
"Ccdc91","CCDC91","ortholog_one2one",100,100,1
"Pmm1","PMM1","ortholog_one2one",75,100,1
"Rbpms","RBPMS","ortholog_one2one",75,100,1
"Cst11","CST11","ortholog_one2one",75,100,1
"Oprl1","OPRL1","ortholog_one2one",100,100,1
"Pbk","PBK","ortholog_one2one",100,99.01,1
"Rnmt","RNMT","ortholog_one2one",100,100,1
"Wdr25","WDR25","ortholog_one2one",100,100,1
"Polr2f","POLR2F","ortholog_one2one",100,81.79,1
"Cd52","CD52","ortholog_one2one",100,100,0
"Adh4","ADH4","ortholog_one2one",100,100,1
"Safb2","SAFB2","ortholog_one2one",75,98.66,1
"Cadm2","CADM2","ortholog_one2one",100,100,1
"Cyp1a2","CYP1A2","ortholog_one2one",100,100,1
"Insyn1","INSYN1","ortholog_one2one",100,100,1
"Ppip5k1","PPIP5K1","ortholog_one2one",100,100,1
"Crybg2","CRYBG2","ortholog_one2one",100,98.66,1
"Rnf123","RNF123","ortholog_one2one",100,100,1
"Muc19","MUC19","ortholog_one2one",100,75.35,0
"Glrx","GLRX","ortholog_one2one",100,100,1
"Adcy10","ADCY10","ortholog_one2one",100,98.21,1
"1700088E04Rik","C22orf23","ortholog_one2one",100,100,1
"Ep300","EP300","ortholog_one2one",100,100,1
"Il1rap","IL1RAP","ortholog_one2one",100,100,1
"Prdm2","PRDM2","ortholog_one2one",100,100,1
"Fam98a","FAM98A","ortholog_one2one",100,100,1
"Tekt2","TEKT2","ortholog_one2one",100,100,1
"Mrps18c","MRPS18C","ortholog_one2one",100,100,1
"Pcdh17","PCDH17","ortholog_one2one",100,100,1
"Cdpf1","CDPF1","ortholog_one2one",100,100,1
"Zkscan2","ZKSCAN2","ortholog_one2one",100,100,1
"Mapkap1","MAPKAP1","ortholog_one2one",100,100,1
"Apool","APOOL","ortholog_one2one",100,100,1
"Slc26a8","SLC26A8","ortholog_one2one",100,100,1
"Adh5","ADH5","ortholog_one2one",100,100,1
"Hs3st4","HS3ST4","ortholog_one2one",100,100,1
"Slitrk2","SLITRK2","ortholog_one2one",75,100,1
"Dlx1","DLX1","ortholog_one2one",100,100,1
"Slc15a5","SLC15A5","ortholog_one2one",100,100,1
"Fndc10","FNDC10","ortholog_one2one",100,100,1
"Med30","MED30","ortholog_one2one",100,100,1
"Metap1d","METAP1D","ortholog_one2one",100,100,1
"Gstm4","GSTM4","ortholog_one2one",75,100,1
"Msc","MSC","ortholog_one2one",100,100,1
"Nipal2","NIPAL2","ortholog_one2one",75,100,1
"Cyp1a1","CYP1A1","ortholog_one2one",100,100,1
"Cobll1","COBLL1","ortholog_one2one",100,98.61,1
"Mapk8ip1","MAPK8IP1","ortholog_one2one",100,100,1
"Ssu72","SSU72","ortholog_one2one",100,100,1
"Pou4f1","POU4F1","ortholog_one2one",100,100,1
"Esco2","ESCO2","ortholog_one2one",100,100,1
"Cd276","CD276","ortholog_one2one",100,100,1
"Trim65","TRIM65","ortholog_one2one",100,100,1
"Plin2","PLIN2","ortholog_one2one",100,100,1
"Eif1ax","EIF1AX","ortholog_one2one",100,100,1
"Uba3","UBA3","ortholog_one2one",100,100,1
"Rnf219","OBI1","ortholog_one2one",100,100,1
"Lrrc49","LRRC49","ortholog_one2one",100,99.37,1
"Map3k1","MAP3K1","ortholog_one2one",100,100,1
"Has2","HAS2","ortholog_one2one",100,100,1
"Cisd1","CISD1","ortholog_one2one",100,100,1
"Micall1","MICALL1","ortholog_one2one",100,100,1
"Nudt1","NUDT1","ortholog_one2one",100,100,1
"Satl1","SATL1","ortholog_one2one",100,98.51,0
"Rdx","RDX","ortholog_one2one",100,100,1
"Sytl4","SYTL4","ortholog_one2one",100,100,1
"Gucy1a2","GUCY1A2","ortholog_one2one",100,98.39,1
"Trim47","TRIM47","ortholog_one2one",100,100,1
"Zfp142","ZNF142","ortholog_one2one",100,99.27,1
"Ndel1","NDEL1","ortholog_one2one",100,100,1
"Desi2","DESI2","ortholog_one2one",100,100,1
"Kdm8","KDM8","ortholog_one2one",100,97.79,1
"Rab22a","RAB22A","ortholog_one2one",100,100,1
"Ncam2","NCAM2","ortholog_one2one",100,100,1
"Pkdrej","PKDREJ","ortholog_one2one",100,97.9,1
"Aagab","AAGAB","ortholog_one2one",100,100,1
"Ttc38","TTC38","ortholog_one2one",100,100,1
"Usp21","USP21","ortholog_one2one",100,100,1
"Taf15","TAF15","ortholog_one2one",0,98.56,1
"Rnf44","RNF44","ortholog_one2one",100,100,1
"Pag1","PAG1","ortholog_one2one",100,100,1
"Myt1","MYT1","ortholog_one2one",50,100,1
"Wnk1","WNK1","ortholog_one2one",100,100,1
"Zbtb20","ZBTB20","ortholog_one2one",100,100,1
"Galnt5","GALNT5","ortholog_one2one",100,100,1
"Ly6l","LY6L","ortholog_one2one",50,0,0
"Hcfc1","HCFC1","ortholog_one2one",100,100,1
"Lrfn3","LRFN3","ortholog_one2one",100,100,1
"Cadm1","CADM1","ortholog_one2one",75,100,1
"Cnot9","CNOT9","ortholog_one2one",100,96.88,1
"1700029I15Rik","C11orf94","ortholog_one2one",100,100,1
"Pak6","PAK6","ortholog_one2one",75,100,1
"Tyrobp","TYROBP","ortholog_one2one",100,99.51,1
"Map7d2","MAP7D2","ortholog_one2one",100,100,1
"Rnf222","RNF222","ortholog_one2one",100,100,1
"Ermn","ERMN","ortholog_one2one",100,99.88,1
"Gata2","GATA2","ortholog_one2one",100,100,1
"Hcst","HCST","ortholog_one2one",100,100,1
"Tor1aip2","TOR1AIP2","ortholog_one2one",100,98.94,1
"Vapb","VAPB","ortholog_one2one",100,100,1
"Myo5c","MYO5C","ortholog_one2one",100,100,1
"Usp37","USP37","ortholog_one2one",100,100,1
"Ccdc25","CCDC25","ortholog_one2one",100,100,1
"Kif2c","KIF2C","ortholog_one2one",100,100,1
"Usp48","USP48","ortholog_one2one",100,99.33,1
"Fndc3a","FNDC3A","ortholog_one2one",50,100,1
"Asah2","ASAH2","ortholog_one2one",25,99.41,1
"Chst11","CHST11","ortholog_one2one",100,100,1
"Dlg3","DLG3","ortholog_one2one",100,100,1
"Srf","SRF","ortholog_one2one",100,100,1
"Armc9","ARMC9","ortholog_one2one",100,100,1
"Olfr958","OR10D3","ortholog_one2one",75,100,1
"Tmem240","TMEM240","ortholog_one2one",100,100,1
"Gnb5","GNB5","ortholog_one2one",100,100,1
"Mcam","MCAM","ortholog_one2one",100,100,1
"Tor1aip1","TOR1AIP1","ortholog_one2one",100,98.84,1
"Dnajb8","DNAJB8","ortholog_one2one",100,100,1
"Esd","ESD","ortholog_one2one",100,99.24,1
"Mgst1","MGST1","ortholog_one2one",100,92.77,1
"Gpr119","GPR119","ortholog_one2one",100,100,1
"Nox4","NOX4","ortholog_one2one",50,100,1
"Tfcp2l1","TFCP2L1","ortholog_one2one",100,100,1
"Ybx2","YBX2","ortholog_one2one",100,100,1
"Lgmn","LGMN","ortholog_one2one",100,100,1
"Rbmx2","RBMX2","ortholog_one2one",100,100,1
"Ndc1","NDC1","ortholog_one2one",100,100,1
"Jmjd7","JMJD7","ortholog_one2one",100,100,1
"Zfp711","ZNF711","ortholog_one2one",100,100,1
"Gtse1","GTSE1","ortholog_one2one",100,100,1
"Ankrd63","ANKRD63","ortholog_one2one",100,100,1
"Vil1","VIL1","ortholog_one2one",100,100,1
"Heatr9","HEATR9","ortholog_one2one",25,100,1
"Sptbn5","SPTBN5","ortholog_one2one",100,99.13,1
"Ext1","EXT1","ortholog_one2one",100,100,1
"Dclre1b","DCLRE1B","ortholog_one2one",100,100,1
"Fam220a","FAM220A","ortholog_one2many",100,100,0
"Slc41a2","SLC41A2","ortholog_one2one",100,100,1
"Grin2a","GRIN2A","ortholog_one2one",100,100,1
"Edc3","EDC3","ortholog_one2one",100,100,1
"Bcl2l10","BCL2L10","ortholog_one2one",100,99.73,0
"Rhobtb3","RHOBTB3","ortholog_one2one",100,100,1
"F3","F3","ortholog_one2one",100,100,1
"Ptk7","PTK7","ortholog_one2one",75,100,1
"Bclaf3","BCLAF3","ortholog_one2one",100,100,1
"Arl6ip5","ARL6IP5","ortholog_one2one",100,100,1
"Mapk6","MAPK6","ortholog_one2one",100,100,1
"Lmod3","LMOD3","ortholog_one2one",100,100,1
"Ptx3","PTX3","ortholog_one2one",100,100,1
"Aasdhppt","AASDHPPT","ortholog_one2one",100,100,1
"Veph1","VEPH1","ortholog_one2one",100,100,1
"Apeh","APEH","ortholog_one2one",100,100,1
"Clk3","CLK3","ortholog_one2one",100,100,1
"Stx18","STX18","ortholog_one2one",100,100,1
"Cst8","CST8","ortholog_one2one",75,100,1
"Plcd4","PLCD4","ortholog_one2one",100,100,1
"Spata6","SPATA6","ortholog_one2one",75,99.97,1
"Phf20","PHF20","ortholog_one2one",100,100,1
"Spns3","SPNS3","ortholog_one2one",100,100,1
"Leo1","LEO1","ortholog_one2one",100,100,1
"Thpo","THPO","ortholog_one2one",100,100,1
"Ampd2","AMPD2","ortholog_one2one",100,100,1
"Trmu","TRMU","ortholog_one2one",100,100,1
"Nat10","NAT10","ortholog_one2one",100,100,1
"Kbtbd3","KBTBD3","ortholog_one2one",100,100,1
"Imp4","IMP4","ortholog_one2one",50,100,1
"Msantd4","MSANTD4","ortholog_one2one",100,100,1
"Map1a","MAP1A","ortholog_one2one",100,100,1
"Tectb","TECTB","ortholog_one2one",100,100,1
"Tmod3","TMOD3","ortholog_one2one",100,100,1
"Gria2","GRIA2","ortholog_one2one",100,100,1
"Chrd","CHRD","ortholog_one2one",100,100,1
"Cox20","COX20","ortholog_one2one",100,95.81,1
"Abraxas1","ABRAXAS1","ortholog_one2one",100,100,1
"Grina","GRINA","ortholog_one2one",100,99.11,1
"Sycp2","SYCP2","ortholog_one2one",75,99.81,1
"Tceal1","TCEAL1","ortholog_one2one",100,100,1
"Hnrnpu","HNRNPU","ortholog_one2one",100,100,1
"Tpm1","TPM1","ortholog_one2one",100,100,1
"Clip1","CLIP1","ortholog_one2one",100,100,1
"Sox13","SOX13","ortholog_one2one",100,100,1
"Bsn","BSN","ortholog_one2one",100,100,1
"Cntn1","CNTN1","ortholog_one2one",100,100,1
"Med25","MED25","ortholog_one2one",100,99.59,1
"Pof1b","POF1B","ortholog_one2one",100,100,1
"Ccdc115","CCDC115","ortholog_one2one",50,100,1
"Nsg1","NSG1","ortholog_one2one",100,100,1
"Psmd12","PSMD12","ortholog_one2one",100,100,1
"Glra4","GLRA4","ortholog_one2one",100,100,1
"Pgk2","PGK2","ortholog_one2one",25,100,1
"Rfx5","RFX5","ortholog_one2one",100,100,1
"Sh3glb2","SH3GLB2","ortholog_one2one",100,100,1
"Zyg11a","ZYG11A","ortholog_one2one",100,99.76,1
"Mst1","MST1","ortholog_one2one",75,100,1
"Slc6a18","SLC6A18","ortholog_one2one",100,97.22,1
"Metap1","METAP1","ortholog_one2one",100,100,1
"Aldh1a3","ALDH1A3","ortholog_one2one",100,100,1
"Spatc1","SPATC1","ortholog_one2one",100,97.72,1
"Klc4","KLC4","ortholog_one2one",100,100,1
"Ddx6","DDX6","ortholog_one2one",100,100,1
"Fgf21","FGF21","ortholog_one2one",100,100,1
"Miga1","MIGA1","ortholog_one2one",100,100,1
"Morf4l2","MORF4L2","ortholog_one2one",100,100,1
"Erich3","ERICH3","ortholog_one2one",100,100,0
"Tle1","TLE1","ortholog_one2one",0,100,1
"Trpa1","TRPA1","ortholog_one2one",100,100,1
"Cst3","CST3","ortholog_one2one",75,100,1
"Ufc1","UFC1","ortholog_one2one",100,100,1
"Ppp1r3d","PPP1R3D","ortholog_one2one",100,100,1
"Aldh16a1","ALDH16A1","ortholog_one2one",100,100,1
"Ncf4","NCF4","ortholog_one2one",75,100,1
"Scara3","SCARA3","ortholog_one2one",100,100,1
"Fam217b","FAM217B","ortholog_one2one",100,100,1
"Olfr414","OR6Y1","ortholog_one2one",75,0,1
"Pkd1l3","PKD1L3","ortholog_one2one",75,87.04,0
"Olfr220","OR6P1","ortholog_one2one",75,0,1
"Zc3h12c","ZC3H12C","ortholog_one2one",100,100,1
"Ebi3","EBI3","ortholog_one2one",50,100,1
"Mgat4a","MGAT4A","ortholog_one2one",100,100,1
"Nptn","NPTN","ortholog_one2one",100,100,1
"Katnal1","KATNAL1","ortholog_one2one",100,100,1
"Yju2","YJU2","ortholog_one2one",50,99.42,1
"Mrpl2","MRPL2","ortholog_one2one",100,100,1
"Ip6k1","IP6K1","ortholog_one2one",100,100,1
"P2rx4","P2RX4","ortholog_one2one",50,100,1
"Psmd1","PSMD1","ortholog_one2one",100,100,1
"Fut1","FUT1","ortholog_one2one",100,100,1
"Tmem25","TMEM25","ortholog_one2one",100,100,1
"AI593442","C11orf87","ortholog_one2one",75,100,1
"Fam227a","FAM227A","ortholog_one2one",100,85.35,0
"Gnat2","GNAT2","ortholog_one2one",100,100,1
"D10Wsu102e","C12orf45","ortholog_one2one",100,90.4,1
"4932438A13Rik","KIAA1109","ortholog_one2one",100,100,1
"Larp6","LARP6","ortholog_one2one",100,100,1
"Cdc42ep1","CDC42EP1","ortholog_one2one",100,100,1
"Fmn2","FMN2","ortholog_one2one",50,97.51,1
"Aldh1l2","ALDH1L2","ortholog_one2one",100,98.94,1
"Lgals2","LGALS2","ortholog_one2one",100,100,1
"Htr2b","HTR2B","ortholog_one2one",100,100,1
"Muc6","MUC6","ortholog_one2one",100,92.47,0
"Cdc14b","CDC14C","ortholog_one2one",0,91.83,1
"Clcn5","CLCN5","ortholog_one2one",100,100,1
"Pdzrn4","PDZRN4","ortholog_one2one",100,100,1
"Cdhr4","CDHR4","ortholog_one2one",100,100,1
"Ly6h","LY6H","ortholog_one2one",50,100,1
"Lbp","LBP","ortholog_one2one",100,100,1
"Diaph3","DIAPH3","ortholog_one2one",100,99.64,1
"Pih1d1","PIH1D1","ortholog_one2one",100,100,1
"Ank","ANKH","ortholog_one2one",100,100,1
"Ttc36","TTC36","ortholog_one2one",100,100,1
"Shd","SHD","ortholog_one2one",100,96.65,1
"Spata9","SPATA9","ortholog_one2one",100,100,1
"Tmod2","TMOD2","ortholog_one2one",100,100,1
"Cct3","CCT3","ortholog_one2one",100,100,1
"Otulin","OTULIN","ortholog_one2one",100,100,1
"Safb","SAFB","ortholog_one2one",25,100,1
"Cul7","CUL7","ortholog_one2one",75,100,1
"Bcl2l15","BCL2L15","ortholog_one2one",100,100,1
"Sertad4","SERTAD4","ortholog_one2one",100,99.28,1
"Grem2","GREM2","ortholog_one2one",50,100,1
"Saysd1","SAYSD1","ortholog_one2one",50,100,1
"Gli2","GLI2","ortholog_one2one",100,100,1
"Ergic3","ERGIC3","ortholog_one2one",100,98.8,1
"Rec114","REC114","ortholog_one2one",100,99.46,1
"Itgb5","ITGB5","ortholog_one2one",100,100,1
"Slc35c2","SLC35C2","ortholog_one2one",100,100,1
"Cyp21a1","CYP21A2","ortholog_one2one",100,8.78,1
"Arhgef15","ARHGEF15","ortholog_one2one",75,100,1
"Lmo3","LMO3","ortholog_one2one",100,98.94,1
"Cdh26","CDH26","ortholog_one2one",75,100,1
"Dkc1","DKC1","ortholog_one2one",100,100,1
"Helz","HELZ","ortholog_one2one",100,99.69,1
"Tspan15","TSPAN15","ortholog_one2one",100,100,1
"Tarbp2","TARBP2","ortholog_one2one",100,100,1
"Mrpl38","MRPL38","ortholog_one2one",100,100,1
"Shbg","SHBG","ortholog_one2one",100,100,1
"Mc5r","MC5R","ortholog_one2one",75,97.24,1
"Mc2r","MC2R","ortholog_one2one",50,100,1
"Tacr2","TACR2","ortholog_one2one",100,98.22,1
"Scand1","SCAND1","ortholog_one2one",100,100,1
"Zyg11b","ZYG11B","ortholog_one2one",100,100,1
"Ist1","IST1","ortholog_one2one",100,99.03,1
"Cnbd2","CNBD2","ortholog_one2one",100,96.83,1
"Ipmk","IPMK","ortholog_one2one",100,98.56,1
"Atad3a","ATAD3A","ortholog_one2one",100,100,1
"Elmod3","ELMOD3","ortholog_one2one",75,94.71,1
"Kcnq2","KCNQ2","ortholog_one2one",100,100,1
"Zfp36l2","ZFP36L2","ortholog_one2one",100,100,1
"Nox1","NOX1","ortholog_one2one",100,100,1
"Ung","UNG","ortholog_one2one",100,100,1
"Maoa","MAOA","ortholog_one2one",100,100,1
"Ubxn11","UBXN11","ortholog_one2one",100,100,1
"Thada","THADA","ortholog_one2one",100,100,1
"Fsd1","FSD1","ortholog_one2one",100,100,1
"Nxph4","NXPH4","ortholog_one2one",100,100,1
"Mpp1","MPP1","ortholog_one2one",100,100,1
"Prxl2c","PRXL2C","ortholog_one2one",50,100,1
"Micos13","MICOS13","ortholog_one2one",100,100,1
"Snrpe","SNRPE","ortholog_one2one",75,100,1
"Slc41a3","SLC41A3","ortholog_one2one",50,100,1
"Aire","AIRE","ortholog_one2one",100,100,1
"Gdnf","GDNF","ortholog_one2one",100,100,1
"Rpl36","RPL36","ortholog_one2one",100,100,1
"Atp11a","ATP11A","ortholog_one2one",100,100,1
"Glb1l3","GLB1L3","ortholog_one2one",100,98.67,1
